"","SUNSID","Acres","BUFF_DIST","Method","Start","Buff03km","Buffer05km","Buffer1km","Buff03SLR2","Buff05SLR2ft","Buff1SLR2ft","Buff03SFHA","Buff05SFHA","Buff1SFHA"
"503","PAN05",10.9499998092651,500,"ParcelAll_bldgcnt","Footprint",NA,641,NA,NA,0,NA,NA,0,NA
"504","PAN05",10.9499998092651,500,"ParcelRes_count","Footprint",NA,555,NA,NA,0,NA,NA,3,NA
"505","PAN05",10.9499998092651,500,"ParcelAll_count","Footprint",NA,664,NA,NA,1,NA,NA,7,NA
"506","PAR06",23.9400005340576,500,"Landscan_pop","Footprint",NA,814,NA,NA,6,NA,NA,18,NA
"507","PAR06",23.9400005340576,500,"Census_pop20","Footprint",NA,1118.03921333199,NA,NA,9.05856050153558,NA,NA,18.9840573151546,NA
"508","PAR06",23.9400005340576,500,"ParcelAll_bldgcnt","Footprint",NA,440,NA,NA,1,NA,NA,8,NA
"509","PAR06",23.9400005340576,500,"ParcelRes_count","Footprint",NA,336,NA,NA,10,NA,NA,21,NA
"510","PAR06",23.9400005340576,500,"ParcelAll_count","Footprint",NA,479,NA,NA,23,NA,NA,27,NA
"511","PAR04",0.589999973773956,500,"Landscan_pop","Footprint",NA,164,NA,NA,4,NA,NA,61,NA
"512","PAR04",0.589999973773956,500,"Census_pop20","Footprint",NA,222.233311534977,NA,NA,9.05836916554039,NA,NA,90.8357404555606,NA
"513","PAR04",0.589999973773956,500,"ParcelAll_bldgcnt","Footprint",NA,117,NA,NA,3,NA,NA,29,NA
"514","PAR04",0.589999973773956,500,"ParcelRes_count","Footprint",NA,110,NA,NA,40,NA,NA,66,NA
"515","PAR04",0.589999973773956,500,"ParcelAll_count","Footprint",NA,132,NA,NA,48,NA,NA,79,NA
"516","PAR03",253.940002441406,500,"Landscan_pop","Footprint",NA,1641,NA,NA,35,NA,NA,346,NA
"517","PAR03",253.940002441406,500,"Census_pop20","Footprint",NA,2006.26809843099,NA,NA,44.3774727131211,NA,NA,347.790127477869,NA
"518","PAR03",253.940002441406,500,"ParcelAll_bldgcnt","Footprint",NA,1044,NA,NA,12,NA,NA,212,NA
"519","PAR03",253.940002441406,500,"ParcelRes_count","Footprint",NA,777,NA,NA,165,NA,NA,278,NA
"520","PAR03",253.940002441406,500,"ParcelAll_count","Footprint",NA,1052,NA,NA,235,NA,NA,367,NA
"521","PAR05",28.4699993133545,500,"Landscan_pop","Footprint",NA,162,NA,NA,3,NA,NA,48,NA
"522","PAR05",28.4699993133545,500,"Census_pop20","Footprint",NA,217.426874241951,NA,NA,8.52042098973553,NA,NA,62.67105054495,NA
"523","PAR05",28.4699993133545,500,"ParcelAll_bldgcnt","Footprint",NA,168,NA,NA,0,NA,NA,35,NA
"524","PAR05",28.4699993133545,500,"ParcelRes_count","Footprint",NA,123,NA,NA,25,NA,NA,45,NA
"525","PAR05",28.4699993133545,500,"ParcelAll_count","Footprint",NA,170,NA,NA,45,NA,NA,68,NA
"526","PAR01",25.5,500,"Landscan_pop","Footprint",NA,700,NA,NA,0,NA,NA,11,NA
"527","PAR01",25.5,500,"Census_pop20","Footprint",NA,832.056622765721,NA,NA,3.61914378275504,NA,NA,35.0427640194583,NA
"528","PAR01",25.5,500,"ParcelAll_bldgcnt","Footprint",NA,448,NA,NA,1,NA,NA,12,NA
"529","PAR01",25.5,500,"ParcelRes_count","Footprint",NA,330,NA,NA,21,NA,NA,34,NA
"530","PAR01",25.5,500,"ParcelAll_count","Footprint",NA,440,NA,NA,24,NA,NA,42,NA
"531","PAR02",9.5,500,"Landscan_pop","Footprint",NA,636,NA,NA,0,NA,NA,4,NA
"532","PAR02",9.5,500,"Census_pop20","Footprint",NA,828.28031518418,NA,NA,2.01089621097824,NA,NA,10.4880106662118,NA
"533","PAR02",9.5,500,"ParcelAll_bldgcnt","Footprint",NA,402,NA,NA,0,NA,NA,3,NA
"534","PAR02",9.5,500,"ParcelRes_count","Footprint",NA,334,NA,NA,4,NA,NA,10,NA
"535","PAR02",9.5,500,"ParcelAll_count","Footprint",NA,462,NA,NA,6,NA,NA,12,NA
"536","PSJ02",96,500,"Landscan_pop","Footprint",NA,290,NA,NA,0,NA,NA,3,NA
"537","PSJ02",96,500,"Census_pop20","Footprint",NA,717.48048878508,NA,NA,0.137935643561546,NA,NA,15.5675101075735,NA
"538","PSJ02",96,500,"ParcelAll_bldgcnt","Footprint",NA,439,NA,NA,0,NA,NA,6,NA
"539","PSJ02",96,500,"ParcelRes_count","Footprint",NA,382,NA,NA,0,NA,NA,23,NA
"540","PSJ02",96,500,"ParcelAll_count","Footprint",NA,699,NA,NA,0,NA,NA,99,NA
"541","PSJ03",13.0200004577637,500,"Landscan_pop","Footprint",NA,184,NA,NA,NA,NA,NA,0,NA
"542","PSJ03",13.0200004577637,500,"Census_pop20","Footprint",NA,398.039416738416,NA,NA,NA,NA,NA,1.13234351128562,NA
"543","PSJ03",13.0200004577637,500,"ParcelAll_bldgcnt","Footprint",NA,188,NA,NA,NA,NA,NA,0,NA
"544","PSJ03",13.0200004577637,500,"ParcelRes_count","Footprint",NA,185,NA,NA,NA,NA,NA,1,NA
"545","PSJ03",13.0200004577637,500,"ParcelAll_count","Footprint",NA,263,NA,NA,NA,NA,NA,14,NA
"546","SPR01",16.7299995422363,500,"Landscan_pop","Footprint",NA,778,NA,NA,NA,NA,NA,NA,NA
"547","SPR01",16.7299995422363,500,"Census_pop20","Footprint",NA,696.878062640447,NA,NA,NA,NA,NA,NA,NA
"548","SPR01",16.7299995422363,500,"ParcelAll_bldgcnt","Footprint",NA,318,NA,NA,NA,NA,NA,NA,NA
"549","SPR01",16.7299995422363,500,"ParcelRes_count","Footprint",NA,214,NA,NA,NA,NA,NA,NA,NA
"550","SPR01",16.7299995422363,500,"ParcelAll_count","Footprint",NA,314,NA,NA,NA,NA,NA,NA,NA
"551","SPR02",84.2300033569336,500,"Landscan_pop","Footprint",NA,2112,NA,NA,0,NA,NA,125,NA
"552","SPR02",84.2300033569336,500,"Census_pop20","Footprint",NA,2059.80263782875,NA,NA,0.89199553280103,NA,NA,180.766825007107,NA
"553","SPR02",84.2300033569336,500,"ParcelAll_bldgcnt","Footprint",NA,913,NA,NA,0,NA,NA,50,NA
"554","SPR02",84.2300033569336,500,"ParcelRes_count","Footprint",NA,796,NA,NA,4,NA,NA,96,NA
"555","SPR02",84.2300033569336,500,"ParcelAll_count","Footprint",NA,966,NA,NA,9,NA,NA,133,NA
"556","FRA06",28.2999992370606,500,"Landscan_pop","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"557","FRA06",28.2999992370606,500,"Census_pop20","Footprint",NA,1.61340036644986,NA,NA,0.254077509147736,NA,NA,1.61088784565774,NA
"558","FRA06",28.2999992370606,500,"ParcelAll_bldgcnt","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"559","FRA06",28.2999992370606,500,"ParcelRes_count","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"560","FRA06",28.2999992370606,500,"ParcelAll_count","Footprint",NA,17,NA,NA,10,NA,NA,15,NA
"561","FRA05",59.3699989318848,500,"Landscan_pop","Footprint",NA,137,NA,NA,0,NA,NA,86,NA
"562","FRA05",59.3699989318848,500,"Census_pop20","Footprint",NA,112.59130018025,NA,NA,4.31543111797846,NA,NA,64.0027286095702,NA
"563","FRA05",59.3699989318848,500,"ParcelAll_bldgcnt","Footprint",NA,130,NA,NA,0,NA,NA,88,NA
"564","FRA05",59.3699989318848,500,"ParcelRes_count","Footprint",NA,114,NA,NA,12,NA,NA,91,NA
"565","FRA05",59.3699989318848,500,"ParcelAll_count","Footprint",NA,311,NA,NA,25,NA,NA,244,NA
"566","FRA07",15.6999998092651,500,"Landscan_pop","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"567","FRA07",15.6999998092651,500,"Census_pop20","Footprint",NA,3.91455962545526,NA,NA,0.32616671161709,NA,NA,3.56950271533699,NA
"568","FRA07",15.6999998092651,500,"ParcelAll_bldgcnt","Footprint",NA,1,NA,NA,0,NA,NA,1,NA
"569","FRA07",15.6999998092651,500,"ParcelRes_count","Footprint",NA,1,NA,NA,0,NA,NA,1,NA
"570","FRA07",15.6999998092651,500,"ParcelAll_count","Footprint",NA,10,NA,NA,5,NA,NA,8,NA
"571","GUL02",47.8300018310547,500,"Landscan_pop","Footprint",NA,28,NA,NA,2,NA,NA,26,NA
"572","GUL02",47.8300018310547,500,"Census_pop20","Footprint",NA,32.5323528206461,NA,NA,5.52292282119819,NA,NA,29.903675620909,NA
"573","GUL02",47.8300018310547,500,"ParcelAll_bldgcnt","Footprint",NA,56,NA,NA,3,NA,NA,53,NA
"574","GUL02",47.8300018310547,500,"ParcelRes_count","Footprint",NA,66,NA,NA,17,NA,NA,66,NA
"575","GUL02",47.8300018310547,500,"ParcelAll_count","Footprint",NA,171,NA,NA,44,NA,NA,169,NA
"576","GUL01",58.6399993896484,500,"Landscan_pop","Footprint",NA,66,NA,NA,0,NA,NA,35,NA
"577","GUL01",58.6399993896484,500,"Census_pop20","Footprint",NA,50.1053021060207,NA,NA,23.0626813506175,NA,NA,44.8453237522059,NA
"578","GUL01",58.6399993896484,500,"ParcelAll_bldgcnt","Footprint",NA,100,NA,NA,0,NA,NA,65,NA
"579","GUL01",58.6399993896484,500,"ParcelRes_count","Footprint",NA,98,NA,NA,52,NA,NA,78,NA
"580","GUL01",58.6399993896484,500,"ParcelAll_count","Footprint",NA,209,NA,NA,130,NA,NA,181,NA
"581","APA05",0.740000009536743,500,"Landscan_pop","Footprint",NA,289,NA,NA,NA,NA,NA,NA,NA
"582","APA05",0.740000009536743,500,"Census_pop20","Footprint",NA,532.236073629707,NA,NA,NA,NA,NA,NA,NA
"583","APA05",0.740000009536743,500,"ParcelAll_bldgcnt","Footprint",NA,202,NA,NA,NA,NA,NA,NA,NA
"584","APA05",0.740000009536743,500,"ParcelRes_count","Footprint",NA,213,NA,NA,NA,NA,NA,NA,NA
"585","APA05",0.740000009536743,500,"ParcelAll_count","Footprint",NA,319,NA,NA,NA,NA,NA,NA,NA
"586","APA06",1.28999996185303,500,"Landscan_pop","Footprint",NA,271,NA,NA,NA,NA,NA,0,NA
"587","APA06",1.28999996185303,500,"Census_pop20","Footprint",NA,502.868061079041,NA,NA,NA,NA,NA,0.102486155153416,NA
"588","APA06",1.28999996185303,500,"ParcelAll_bldgcnt","Footprint",NA,285,NA,NA,NA,NA,NA,0,NA
"589","APA06",1.28999996185303,500,"ParcelRes_count","Footprint",NA,272,NA,NA,NA,NA,NA,3,NA
"590","APA06",1.28999996185303,500,"ParcelAll_count","Footprint",NA,359,NA,NA,NA,NA,NA,4,NA
"591","APA08",0.379999995231628,500,"Landscan_pop","Footprint",NA,112,NA,NA,NA,NA,NA,15,NA
"592","APA08",0.379999995231628,500,"Census_pop20","Footprint",NA,437.865643520412,NA,NA,NA,NA,NA,76.5117239422744,NA
"593","APA08",0.379999995231628,500,"ParcelAll_bldgcnt","Footprint",NA,325,NA,NA,NA,NA,NA,56,NA
"594","APA08",0.379999995231628,500,"ParcelRes_count","Footprint",NA,321,NA,NA,NA,NA,NA,76,NA
"595","APA08",0.379999995231628,500,"ParcelAll_count","Footprint",NA,443,NA,NA,NA,NA,NA,105,NA
"596","APA07",1.12000000476837,500,"Landscan_pop","Footprint",NA,84,NA,NA,1,NA,NA,17,NA
"597","APA07",1.12000000476837,500,"Census_pop20","Footprint",NA,352.427600888424,NA,NA,2.23912736407178,NA,NA,101.424857461357,NA
"598","APA07",1.12000000476837,500,"ParcelAll_bldgcnt","Footprint",NA,323,NA,NA,22,NA,NA,127,NA
"599","APA07",1.12000000476837,500,"ParcelRes_count","Footprint",NA,257,NA,NA,28,NA,NA,105,NA
"600","APA07",1.12000000476837,500,"ParcelAll_count","Footprint",NA,491,NA,NA,60,NA,NA,235,NA
"601","LYN01",78.4000015258789,500,"Landscan_pop","Footprint",NA,384,NA,NA,18,NA,NA,297,NA
"602","LYN01",78.4000015258789,500,"Census_pop20","Footprint",NA,401.529472270388,NA,NA,29.0583836871619,NA,NA,285.538430105568,NA
"603","LYN01",78.4000015258789,500,"ParcelAll_bldgcnt","Footprint",NA,169,NA,NA,3,NA,NA,131,NA
"604","LYN01",78.4000015258789,500,"ParcelRes_count","Footprint",NA,180,NA,NA,40,NA,NA,142,NA
"605","LYN01",78.4000015258789,500,"ParcelAll_count","Footprint",NA,237,NA,NA,69,NA,NA,195,NA
"606","FRA11",50.8199996948242,500,"Landscan_pop","Footprint",NA,94,NA,NA,4,NA,NA,94,NA
"607","FRA11",50.8199996948242,500,"Census_pop20","Footprint",NA,50.1961112666817,NA,NA,11.7465483276638,NA,NA,50.1961112208166,NA
"608","FRA11",50.8199996948242,500,"ParcelAll_bldgcnt","Footprint",NA,120,NA,NA,7,NA,NA,120,NA
"609","FRA11",50.8199996948242,500,"ParcelRes_count","Footprint",NA,128,NA,NA,62,NA,NA,128,NA
"610","FRA11",50.8199996948242,500,"ParcelAll_count","Footprint",NA,215,NA,NA,95,NA,NA,215,NA
"611","FRA12",2.80999994277954,500,"Landscan_pop","Footprint",NA,14,NA,NA,1,NA,NA,14,NA
"612","FRA12",2.80999994277954,500,"Census_pop20","Footprint",NA,65.9182261929086,NA,NA,6.11795508466526,NA,NA,65.9182269926002,NA
"613","FRA12",2.80999994277954,500,"ParcelAll_bldgcnt","Footprint",NA,75,NA,NA,9,NA,NA,75,NA
"614","FRA12",2.80999994277954,500,"ParcelRes_count","Footprint",NA,78,NA,NA,33,NA,NA,78,NA
"615","FRA12",2.80999994277954,500,"ParcelAll_count","Footprint",NA,192,NA,NA,59,NA,NA,192,NA
"616","FRA08",225.940002441406,500,"Landscan_pop","Footprint",NA,324,NA,NA,18,NA,NA,323,NA
"617","FRA08",225.940002441406,500,"Census_pop20","Footprint",NA,104.096876524329,NA,NA,9.89057122418947,NA,NA,103.899477063936,NA
"618","FRA08",225.940002441406,500,"ParcelAll_bldgcnt","Footprint",NA,476,NA,NA,30,NA,NA,476,NA
"619","FRA08",225.940002441406,500,"ParcelRes_count","Footprint",NA,482,NA,NA,226,NA,NA,482,NA
"620","FRA08",225.940002441406,500,"ParcelAll_count","Footprint",NA,800,NA,NA,406,NA,NA,800,NA
"621","BAY01",674.590026855469,500,"Landscan_pop","Footprint",NA,133,NA,NA,5,NA,NA,74,NA
"622","BAY01",674.590026855469,500,"Census_pop20","Footprint",NA,220.544423446571,NA,NA,12.643090930587,NA,NA,92.8507584373617,NA
"623","BAY01",674.590026855469,500,"ParcelAll_bldgcnt","Footprint",NA,153,NA,NA,2,NA,NA,77,NA
"624","BAY01",674.590026855469,500,"ParcelRes_count","Footprint",NA,125,NA,NA,28,NA,NA,77,NA
"625","BAY01",674.590026855469,500,"ParcelAll_count","Footprint",NA,270,NA,NA,84,NA,NA,175,NA
"626","TYN04",588.549987792969,500,"Landscan_pop","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"627","TYN04",588.549987792969,500,"Census_pop20","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"628","TYN04",588.549987792969,500,"ParcelAll_bldgcnt","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"629","TYN04",588.549987792969,500,"ParcelRes_count","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"630","TYN04",588.549987792969,500,"ParcelAll_count","Footprint",NA,2,NA,NA,2,NA,NA,2,NA
"631","FRA10",112.569999694824,500,"Landscan_pop","Footprint",NA,54,NA,NA,0,NA,NA,54,NA
"632","FRA10",112.569999694824,500,"Census_pop20","Footprint",NA,25.0393837534955,NA,NA,5.15251423406469,NA,NA,25.0393789560322,NA
"633","FRA10",112.569999694824,500,"ParcelAll_bldgcnt","Footprint",NA,67,NA,NA,1,NA,NA,67,NA
"634","FRA10",112.569999694824,500,"ParcelRes_count","Footprint",NA,72,NA,NA,29,NA,NA,72,NA
"635","FRA10",112.569999694824,500,"ParcelAll_count","Footprint",NA,294,NA,NA,120,NA,NA,294,NA
"636","FRA04",556.989990234375,500,"Landscan_pop","Footprint",NA,547,NA,NA,6,NA,NA,539,NA
"637","FRA04",556.989990234375,500,"Census_pop20","Footprint",NA,592.254228263065,NA,NA,25.7047277719143,NA,NA,572.242095332866,NA
"638","FRA04",556.989990234375,500,"ParcelAll_bldgcnt","Footprint",NA,1164,NA,NA,4,NA,NA,1144,NA
"639","FRA04",556.989990234375,500,"ParcelRes_count","Footprint",NA,1148,NA,NA,147,NA,NA,1144,NA
"640","FRA04",556.989990234375,500,"ParcelAll_count","Footprint",NA,2139,NA,NA,432,NA,NA,2127,NA
"641","TYN01",675.190002441406,500,"Landscan_pop","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"642","TYN01",675.190002441406,500,"Census_pop20","Footprint",NA,2.95350306779326,NA,NA,0.0831315946717811,NA,NA,0.744297649413258,NA
"643","TYN01",675.190002441406,500,"ParcelAll_bldgcnt","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"644","TYN01",675.190002441406,500,"ParcelRes_count","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"645","TYN01",675.190002441406,500,"ParcelAll_count","Footprint",NA,1,NA,NA,1,NA,NA,1,NA
"646","BAY08",401.5,500,"Landscan_pop","Footprint",NA,1186,NA,NA,NA,NA,NA,19,NA
"647","BAY08",401.5,500,"Census_pop20","Footprint",NA,1384.78657226351,NA,NA,NA,NA,NA,42.7064391305634,NA
"648","BAY08",401.5,500,"ParcelAll_bldgcnt","Footprint",NA,685,NA,NA,NA,NA,NA,2,NA
"649","BAY08",401.5,500,"ParcelRes_count","Footprint",NA,596,NA,NA,NA,NA,NA,18,NA
"650","BAY08",401.5,500,"ParcelAll_count","Footprint",NA,835,NA,NA,NA,NA,NA,31,NA
"651","BAY06",593.049987792969,500,"Landscan_pop","Footprint",NA,1149,NA,NA,NA,NA,NA,269,NA
"652","BAY06",593.049987792969,500,"Census_pop20","Footprint",NA,1234.42613653966,NA,NA,NA,NA,NA,241.566091907593,NA
"653","BAY06",593.049987792969,500,"ParcelAll_bldgcnt","Footprint",NA,477,NA,NA,NA,NA,NA,67,NA
"654","BAY06",593.049987792969,500,"ParcelRes_count","Footprint",NA,268,NA,NA,NA,NA,NA,51,NA
"655","BAY06",593.049987792969,500,"ParcelAll_count","Footprint",NA,629,NA,NA,NA,NA,NA,200,NA
"656","BAY07",746.010009765625,500,"Landscan_pop","Footprint",NA,1793,NA,NA,NA,NA,NA,NA,NA
"657","BAY07",746.010009765625,500,"Census_pop20","Footprint",NA,1784.66592870352,NA,NA,NA,NA,NA,NA,NA
"658","BAY07",746.010009765625,500,"ParcelAll_bldgcnt","Footprint",NA,781,NA,NA,NA,NA,NA,NA,NA
"659","BAY07",746.010009765625,500,"ParcelRes_count","Footprint",NA,726,NA,NA,NA,NA,NA,NA,NA
"660","BAY07",746.010009765625,500,"ParcelAll_count","Footprint",NA,993,NA,NA,NA,NA,NA,NA,NA
"661","PAN11",1089.88000488281,500,"Landscan_pop","Footprint",NA,2462,NA,NA,NA,NA,NA,306,NA
"662","PAN11",1089.88000488281,500,"Census_pop20","Footprint",NA,2896.30897919732,NA,NA,NA,NA,NA,619.233133629873,NA
"663","PAN11",1089.88000488281,500,"ParcelAll_bldgcnt","Footprint",NA,1447,NA,NA,NA,NA,NA,141,NA
"664","PAN11",1089.88000488281,500,"ParcelRes_count","Footprint",NA,685,NA,NA,NA,NA,NA,118,NA
"665","PAN11",1089.88000488281,500,"ParcelAll_count","Footprint",NA,1564,NA,NA,NA,NA,NA,380,NA
"666","BAY03",4744.02001953125,500,"Landscan_pop","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"667","BAY03",4744.02001953125,500,"Census_pop20","Footprint",NA,1.25124065649911,NA,NA,0.362991624820683,NA,NA,1.25123883886921,NA
"668","BAY03",4744.02001953125,500,"ParcelAll_bldgcnt","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"669","BAY03",4744.02001953125,500,"ParcelRes_count","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"670","BAY03",4744.02001953125,500,"ParcelAll_count","Footprint",NA,21,NA,NA,18,NA,NA,21,NA
"671","BAY09",3177.81005859375,500,"Landscan_pop","Footprint",NA,1226,NA,NA,NA,NA,NA,1,NA
"672","BAY09",3177.81005859375,500,"Census_pop20","Footprint",NA,1644.26094998865,NA,NA,NA,NA,NA,6.67070696991095,NA
"673","BAY09",3177.81005859375,500,"ParcelAll_bldgcnt","Footprint",NA,128,NA,NA,NA,NA,NA,1,NA
"674","BAY09",3177.81005859375,500,"ParcelRes_count","Footprint",NA,117,NA,NA,NA,NA,NA,2,NA
"675","BAY09",3177.81005859375,500,"ParcelAll_count","Footprint",NA,313,NA,NA,NA,NA,NA,10,NA
"676","TYN03",116.209999084473,500,"Landscan_pop","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"677","TYN03",116.209999084473,500,"Census_pop20","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"678","TYN03",116.209999084473,500,"ParcelAll_bldgcnt","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"679","TYN03",116.209999084473,500,"ParcelRes_count","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"680","TYN03",116.209999084473,500,"ParcelAll_count","Footprint",NA,2,NA,NA,2,NA,NA,2,NA
"681","TYN06",149.149993896484,500,"Landscan_pop","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"682","TYN06",149.149993896484,500,"Census_pop20","Footprint",NA,0.196284595457358,NA,NA,0.0416203611945849,NA,NA,0.193165686319139,NA
"683","TYN06",149.149993896484,500,"ParcelAll_bldgcnt","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"684","TYN06",149.149993896484,500,"ParcelRes_count","Footprint",NA,0,NA,NA,0,NA,NA,0,NA
"685","TYN06",149.149993896484,500,"ParcelAll_count","Footprint",NA,2,NA,NA,2,NA,NA,2,NA
"686","LYN02",373.929992675781,500,"Landscan_pop","Footprint",NA,420,NA,NA,22,NA,NA,243,NA
"687","LYN02",373.929992675781,500,"Census_pop20","Footprint",NA,538.99878915095,NA,NA,65.3930772607091,NA,NA,288.689324342435,NA
"688","LYN02",373.929992675781,500,"ParcelAll_bldgcnt","Footprint",NA,186,NA,NA,4,NA,NA,95,NA
"689","LYN02",373.929992675781,500,"ParcelRes_count","Footprint",NA,196,NA,NA,35,NA,NA,121,NA
"690","LYN02",373.929992675781,500,"ParcelAll_count","Footprint",NA,261,NA,NA,67,NA,NA,175,NA
"691","MEX04",106.099998474121,500,"Landscan_pop","Footprint",NA,246,NA,NA,0,NA,NA,8,NA
"692","MEX04",106.099998474121,500,"Census_pop20","Footprint",NA,319.79310863128,NA,NA,0,NA,NA,5.46575303408575,NA
"693","MEX04",106.099998474121,500,"ParcelAll_bldgcnt","Footprint",NA,344,NA,NA,0,NA,NA,11,NA
"694","MEX04",106.099998474121,500,"ParcelRes_count","Footprint",NA,342,NA,NA,0,NA,NA,26,NA
"695","MEX04",106.099998474121,500,"ParcelAll_count","Footprint",NA,562,NA,NA,0,NA,NA,37,NA
"696","PAN09",319.5,500,"Landscan_pop","Footprint",NA,2799,NA,NA,8,NA,NA,376,NA
"697","PAN09",319.5,500,"Census_pop20","Footprint",NA,3688.9081350627,NA,NA,8.36798064963369,NA,NA,687.907452915024,NA
"698","PAN09",319.5,500,"ParcelAll_bldgcnt","Footprint",NA,1542,NA,NA,0,NA,NA,171,NA
"699","PAN09",319.5,500,"ParcelRes_count","Footprint",NA,1132,NA,NA,34,NA,NA,364,NA
"700","PAN09",319.5,500,"ParcelAll_count","Footprint",NA,1800,NA,NA,44,NA,NA,641,NA
"701","FRA03",244.070007324219,500,"Landscan_pop","Footprint",NA,102,NA,NA,1,NA,NA,95,NA
"702","FRA03",244.070007324219,500,"Census_pop20","Footprint",NA,174.124388852326,NA,NA,21.6752965854693,NA,NA,161.328154296892,NA
"703","FRA03",244.070007324219,500,"ParcelAll_bldgcnt","Footprint",NA,343,NA,NA,5,NA,NA,331,NA
"704","FRA03",244.070007324219,500,"ParcelRes_count","Footprint",NA,292,NA,NA,15,NA,NA,288,NA
"705","FRA03",244.070007324219,500,"ParcelAll_count","Footprint",NA,669,NA,NA,119,NA,NA,657,NA
"706","FRA02",498.089996337891,500,"Landscan_pop","Footprint",NA,206,NA,NA,1,NA,NA,135,NA
"707","FRA02",498.089996337891,500,"Census_pop20","Footprint",NA,231.287425503071,NA,NA,12.2362755953403,NA,NA,139.415352078975,NA
"708","FRA02",498.089996337891,500,"ParcelAll_bldgcnt","Footprint",NA,132,NA,NA,2,NA,NA,66,NA
"709","FRA02",498.089996337891,500,"ParcelRes_count","Footprint",NA,80,NA,NA,19,NA,NA,55,NA
"710","FRA02",498.089996337891,500,"ParcelAll_count","Footprint",NA,298,NA,NA,78,NA,NA,185,NA
"711","FRA01",837.700012207031,500,"Landscan_pop","Footprint",NA,7,NA,NA,0,NA,NA,7,NA
"712","FRA01",837.700012207031,500,"Census_pop20","Footprint",NA,14.1058706264191,NA,NA,0.505608571799367,NA,NA,4.9204372855771,NA
"713","FRA01",837.700012207031,500,"ParcelAll_bldgcnt","Footprint",NA,3,NA,NA,0,NA,NA,3,NA
"714","FRA01",837.700012207031,500,"ParcelRes_count","Footprint",NA,3,NA,NA,3,NA,NA,3,NA
"715","FRA01",837.700012207031,500,"ParcelAll_count","Footprint",NA,45,NA,NA,30,NA,NA,43,NA
"716","FRA09",93.5999984741211,500,"Landscan_pop","Footprint",NA,172,NA,NA,11,NA,NA,172,NA
"717","FRA09",93.5999984741211,500,"Census_pop20","Footprint",NA,39.6687341221726,NA,NA,2.88489879152015,NA,NA,39.6687285689799,NA
"718","FRA09",93.5999984741211,500,"ParcelAll_bldgcnt","Footprint",NA,265,NA,NA,16,NA,NA,265,NA
"719","FRA09",93.5999984741211,500,"ParcelRes_count","Footprint",NA,267,NA,NA,125,NA,NA,267,NA
"720","FRA09",93.5999984741211,500,"ParcelAll_count","Footprint",NA,351,NA,NA,165,NA,NA,351,NA
"721","FRA08",225.940002441406,1000,"Landscan_pop","Footprint",NA,NA,333,NA,NA,20,NA,NA,332
"722","FRA08",225.940002441406,1000,"Census_pop20","Footprint",NA,NA,112.418607615233,NA,NA,10.9184677340145,NA,NA,112.221214282591
"723","FRA08",225.940002441406,1000,"ParcelAll_bldgcnt","Footprint",NA,NA,485,NA,NA,31,NA,NA,485
"724","FRA08",225.940002441406,1000,"ParcelRes_count","Footprint",NA,NA,488,NA,NA,233,NA,NA,488
"725","FRA08",225.940002441406,1000,"ParcelAll_count","Footprint",NA,NA,836,NA,NA,439,NA,NA,835
"726","TYN02",46.810001373291,1000,"Landscan_pop","Footprint",NA,NA,1,NA,NA,0,NA,NA,0
"727","TYN02",46.810001373291,1000,"Census_pop20","Footprint",NA,NA,4.11698245874766,NA,NA,0.0743565602914551,NA,NA,0.242404723526278
"728","TYN02",46.810001373291,1000,"ParcelAll_bldgcnt","Footprint",NA,NA,0,NA,NA,0,NA,NA,0
"729","TYN02",46.810001373291,1000,"ParcelRes_count","Footprint",NA,NA,0,NA,NA,0,NA,NA,0
"730","TYN02",46.810001373291,1000,"ParcelAll_count","Footprint",NA,NA,6,NA,NA,5,NA,NA,5
"731","FRA10",112.569999694824,1000,"Landscan_pop","Footprint",NA,NA,61,NA,NA,0,NA,NA,61
"732","FRA10",112.569999694824,1000,"Census_pop20","Footprint",NA,NA,51.9225307491578,NA,NA,9.53261995687184,NA,NA,51.9225304170253
"733","FRA10",112.569999694824,1000,"ParcelAll_bldgcnt","Footprint",NA,NA,78,NA,NA,1,NA,NA,78
"734","FRA10",112.569999694824,1000,"ParcelRes_count","Footprint",NA,NA,90,NA,NA,32,NA,NA,90
